energy_production,nbr_on,primary_up_on,primary_up_off,primary_down,secondary_up_on,secondary_up_off,secondary_down,tertiary1_up_on,tertiary1_up_off,tertiary1_down
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.786998541584152e-14,0.0,-1.131149515463675e-29,0.0,-5.786998541584152e-14,5.78699854158415e-14,203.9999999999984,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,451.9999999999987,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1071.0,0.0,0.0,0.0,0.0
-3.91685088536126e-13,0.0,-3.634191543118695e-13,0.0,0.0,-2.8265934224256604e-14,1316.0,0.0,0.0,0.0,0.0
67.50000000000003,1.0,0.0,0.0,0.0,29.499999999999538,1696.4999999999964,19.000000000000238,0.0,0.0,0.0
-2.0676793610618915e-12,0.0,0.0,0.0,0.0,0.0,2688.9999999999986,-9.59232693276135e-13,0.0,0.0,0.0
-7.663603065773486e-12,0.0,0.0,0.0,0.0,-6.7376832991200255e-12,2387.000000000005,-4.629598833267322e-13,0.0,0.0,0.0
-9.619277575788764e-13,0.0,-3.600799092541254e-14,0.0,0.0,0.0,1436.9999999999986,-4.62959883326732e-13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,575.9999999999977,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,48.500000000001144,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,203.99999999999758,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-5.786998541584152e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-5.786998541584151e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2.893499270792076e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.99999999999901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360.9999999999983,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534.999999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484.99999999999886,10.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0
1110.9999999999989,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321.9999999999977,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872.9999999999992,18.0,0.0,0.0,0.0,745.9999999999981,0.0,0.0,0.0,0.0,0.0
1179.9999999999977,18.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.9999999999984,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873.0,18.0,0.0,0.0,0.0,787.999999999998,0.0,0.0,0.0,0.0,0.0
1337.9999999999986,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825.9999999999981,17.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873.9999999999984,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.50000000000017,5.0,159.49999999999895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.99999999999662,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.9999999999989,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.99999999999871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.9999999999993,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331.9999999999983,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533.9999999999984,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715.9999999999974,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608.9999999999987,10.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485.0000000000012,10.0,0.0,0.0,0.0,443.99999999999716,0.0,0.0,0.0,0.0,0.0
1010.9999999999987,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582.0000000000007,12.0,284.0,0.0,0.0,207.00000000000054,0.0,0.0,0.0,0.0,0.0
484.9999999999938,10.0,0.0,0.0,0.0,405.00000000000546,0.0,0.0,0.0,0.0,0.0
695.9999999999974,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.99999999999872,4.0,155.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2.893499270792076e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.50000000000105,3.0,-8.005896922424303e-13,0.0,0.0,80.49999999999828,-8.520772414222994e-13,0.0,0.0,0.0,0.0
145.50000000000173,3.0,88.499999999997,0.0,0.0,-1.1644940978071714e-12,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-5.786998541584152e-14,0.0,0.0,0.0,0.0,0.0,0.0
390.99999999999767,8.0,360.00000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1750973427410555e-12,0.0,1.175097342741056e-12,0.0,0.0,0.0,2322.9999999999977,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2699.9999999999995,0.0,0.0,0.0,0.0
0.0,0.0,6.892264536872973e-13,0.0,0.0,0.0,2699.9999999999995,-3.4461322684364864e-13,0.0,0.0,0.0
1.1644940978071714e-12,0.0,4.35906881532099e-14,0.0,0.0,0.0,2699.999999999999,5.604517048269809e-13,0.0,0.0,0.0
145.49999999999997,3.0,105.50000000000047,0.0,0.0,39.99999999999949,2430.0,0.0,0.0,0.0,0.0
260.000000000007,5.0,225.00000000000608,0.0,17.500000000000412,0.0,2249.999999999988,0.0,0.0,0.0,0.0
339.5,7.0,285.4999999999999,0.0,0.0,54.0000000000002,2070.0000000000005,0.0,0.0,0.0,0.0
364.00000000000597,7.0,315.0000000000056,0.0,24.499999999999883,0.0,2069.9999999999886,0.0,0.0,0.0,0.0
436.49999999999994,9.0,379.5000000000116,0.0,0.0,56.99999999998847,1890.0000000000002,0.0,0.0,0.0,0.0
404.99999999999966,8.0,360.00000000000114,0.0,16.99999999999847,11.000000000001673,1979.9999999999982,0.0,0.0,0.0,0.0
451.00000000000006,7.0,190.999999999998,0.0,0.0,37.00000000000066,2070.0000000000014,111.50000000000075,0.0,0.0,0.0
275.9999999999997,5.0,209.0000000000003,0.0,0.0,0.0,2250.0000000000005,33.499999999999716,0.0,0.0,0.0
96.99999999999794,1.0,0.0,0.0,0.0,0.0,2610.0000000000023,45.000000000000156,0.0,0.0,0.0
1.1644940978071714e-12,0.0,1.080458441264386e-12,0.0,0.0,8.403565654278552e-14,2699.9999999999973,0.0,0.0,0.0,0.0
180.00000000000108,2.0,13.999999999999604,0.0,0.0,0.0,2472.999999999997,83.00000000000077,0.0,0.0,0.0
76.50000000000082,1.0,0.0,0.0,0.0,20.499999999999506,2400.4999999999977,28.000000000000657,0.0,0.0,0.0
260.00000000000466,5.0,0.0,0.0,0.0,225.00000000000395,940.9999999999908,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728.9999999999976,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129.9999999999982,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462.9999999999995,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.0000000000002,25.0,231.9999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213.9999999999995,25.0,585.0,0.0,0.0,507.00000000000045,0.0,0.0,0.0,0.0,0.0
1326.0000000000016,27.0,1.9999999999924745,0.0,0.0,1215.0000000000045,0.0,0.0,0.0,0.0,0.0
1067.0000000000027,22.0,658.0,0.0,0.0,409.0000000000028,719.999999999995,0.0,0.0,0.0,0.0
841.0000000000006,17.0,691.0,0.0,0.0,116.99999999999737,1170.000000000002,0.0,0.0,0.0,0.0
1124.0000000000011,23.0,652.0,0.0,0.0,454.9999999999915,630.0000000000068,0.0,0.0,0.0,0.0
1529.9999999999993,29.0,602.0,0.0,0.0,676.0000000000138,-1.5199074222718123e-11,0.0,0.0,0.0,0.0
1911.9999999999993,29.0,535.0,0.0,0.0,3.9999999999990683,0.0,0.0,0.0,0.0,0.0
1704.9999999999995,29.0,535.0,0.0,0.0,3.9999999999990683,0.0,0.0,0.0,0.0,0.0
824.4999999999995,17.0,463.0,0.0,0.0,293.4999999999981,0.0,0.0,0.0,0.0,0.0
1155.9999999999973,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798.9999999999982,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828.9999999999976,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.50000000000088,5.0,0.0,0.0,0.0,153.49999999999787,0.0,0.0,0.0,0.0,0.0
