energy_production_peak,nbr_on,reserve_primary_up_on_peak,reserve_primary_down_peak,reserve_tertiary2_up_on_peak,reserve_tertiary2_up_off_peak,reserve_tertiary2_down_peak
0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.5,1.0,41.500000000000085,0.0,0.0,0.0,0.0
145.5,3.0,132.50000000000117,0.0,0.0,0.0,0.0
194.0,4.0,0.0,0.0,109.00000000000068,0.0,0.0
194.0,4.0,11.000000000000966,0.0,180.0,0.0,0.0
242.49999999999997,5.0,204.5000000000009,0.0,0.0,0.0,0.0
145.5,3.0,118.50000000000117,0.0,0.0,0.0,0.0
48.5,1.0,0.0,0.0,21.49999999999966,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.5,3.0,7.500000000000682,0.0,135.0,0.0,0.0
194.0,4.0,0.0,0.0,102.0000000000007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
436.5,9.0,376.50000000000085,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2323.0,0.0
93.5,1.0,3.4999999999999813,0.0,0.0,2610.0,45.0
0.0,0.0,0.0,0.0,0.0,2700.0000000000005,0.0
93.49999999999999,1.0,3.5000000000000107,0.0,0.0,2610.0,45.0
208.0,4.0,180.0,14.000000000000014,0.0,2340.0000000000005,0.0
