energy_generation,nodu,generation_reserve_up_primary_on,generation_reserve_down_primary,generation_reserve_up_secondary_on,generation_reserve_down_secondary,generation_reserve_up_tertiary1_on,generation_reserve_down_tertiary1,generation_reserve_up_tertiary1_off
783.2430005721001,3.0,72.0,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,72.0,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,44.91999936349998,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,44.9199993635,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.159999373000005,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.159999373000005,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.15999937299999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.15999937299999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.15999937299999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.159999373000005,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,46.159999373000005,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,47.39999938250003,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,48.639999391999936,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,48.639999391999936,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,48.63999939199999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,48.639999391999936,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,48.63999939199999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,49.87999940149999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,49.87999940149996,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
783.2430005721001,3.0,49.87999940149999,0.0,166.7999954223,0.0,26.4000005721,26.4000005721,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
