energy_generation,nodu,generation_reserve_up_primary_on,generation_reserve_down_primary,generation_reserve_up_secondary_on,generation_reserve_down_secondary,generation_reserve_up_tertiary1_on,generation_reserve_down_tertiary1,generation_reserve_up_tertiary1_off
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
205.8,21.0,0,0,0,0,0,0,0
