Optim_1,Optim_2,post-traitement,temps_total,temps_lecture_mps,temps_conversion_fast,temps_load_bases,temps_opti1,temps_get_bases,temps_lecture_resultat,temps_creation_ensemble_semaine,temps_heuristique_arrondi,temps_heuristique_dmin,temps_changement_borne,temps_opti2,heure_defaillance_prod,heure_defaillance_fcr_up,heure_defaillance_fcr_down,heure_defaillance_afrr_up,heure_defaillance_affr_down,heure_defaillance_mfrr_up,heure_defaillance_mfrr_down,heure_defaillance_rr_up,heure_defaillance_rr_down,quantite_defaillance_prod,quantite_defaillance_fcr_up,quantite_defaillance_fcr_down,quantite_defaillance_afrr_up,quantite_defaillance_affr_down,quantite_defaillance_mfrr_up,quantite_defaillance_mfrr_down,quantite_defaillance_rr_up,quantite_defaillance_rr_down
1159521662.0859666,1219685323.7427814,1274143173.0427816,39.21698850000007,10.402359400000023,9.479011599999922,1.5091929000000164,2.7943390999998883,1.1082929000001513,1.4431228999999348,5.115466599999991,0.1893525000000409,0.04353710000009414,3.0621036999998523,3.3396110999999564,0,0,0,0,0,0,0,4,8,0.0,0,0,0,0,0.0,0.0,732.9576576933996,1809.5576575979994
2553933709.0988817,2575237853.976939,2626742244.976939,46.972762299999886,11.966895300000033,8.79616729999998,1.4235321000001022,4.214803200000006,1.2285844000000452,2.188297299999931,7.410202900000058,0.2951183999998648,0.07949619999999413,4.1325358000001415,4.42983449999997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1816086832.449078,1836570832.8256886,1901923325.5256886,39.82177909999996,10.969544999999925,7.921772200000078,1.1701469999998153,3.3920413000000735,1.399920800000018,1.606690800000024,5.522150600000032,0.20816339999987576,0.046867100000099526,3.2869258000000627,3.670530799999824,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1234821025.871286,1279252100.3672976,1339937263.8672976,38.65705150000008,10.485703599999852,7.424987900000133,1.1464794999999413,2.9630061999998816,1.2130354000000807,1.6994545000000016,6.168699199999992,0.19327849999990576,0.04000280000013845,3.3567780000000766,3.3495510999998714,0,0,0,0,0,0,0,0,7,0.0,0,0,0,0,0.0,0.0,0.0,733.0377566836019
1148346828.2643518,1230935279.5437188,1283586785.6437187,35.915503700000045,9.967383700000028,6.735351199999968,0.9844313999999486,2.2326494000001276,1.2593520000000353,1.6091948999999204,5.701577300000054,0.2076108999999633,0.05159409999987474,3.4422960000001694,2.9616141999999854,0,0,0,0,0,0,8,5,16,0.0,0,0,0,0,0.0,3962.918080934201,1583.0,3912.9543810097975
979693614.5111494,1036972989.4017742,1078300164.3017743,39.09035249999988,10.561095799999975,7.673451200000045,1.138186499999847,2.708109200000081,1.3678121000000374,1.6536607000000458,5.724205900000015,0.20726419999982681,0.048017300000083196,3.774734800000033,3.6139338999998927,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1320808263.6839268,1356529299.6204603,1424108365.9204602,39.737766200000124,10.628322799999978,7.1183492000000115,1.3196080000000165,3.687468200000012,1.20931789999986,1.6401307999999517,5.692230000000109,0.20172649999994974,0.04095940000001974,3.350461199999927,4.185393599999998,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1214844905.59282,1246171393.6369371,1302941376.436937,38.04213209999989,10.420089199999893,6.930946800000129,0.9803455999999642,2.97473019999984,1.0726340000001073,1.6797621000000618,5.78918839999983,0.2118302000001222,0.04656599999998434,3.4789620999999897,3.7991824000000634,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1298030116.0830474,1328032243.1692073,1394485340.1692073,39.750473100000136,10.636243899999954,7.7223428999998305,1.1393581000002087,3.3880188999999064,1.3117566999999326,1.6693526000001384,5.570416599999817,0.23499310000011064,0.05078000000003158,3.579201199999943,3.7097369000000526,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1076031860.5826705,1095940533.1509774,1154644657.2509775,37.96434099999988,10.701493999999911,6.878689300000133,0.9639821999999185,3.1863806999999724,1.0431356000001415,1.5246218999998291,5.582069400000137,0.2404830000000402,0.038779299999987416,3.222515899999962,3.9734011999998984,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1092769742.613506,1119591830.5895007,1174344205.1895006,35.84228240000016,9.560448400000041,6.609537499999988,0.9877212999999756,3.0089606999999887,1.293408799999952,1.514044100000092,5.248914499999955,0.20183139999994637,0.039370000000189975,3.1572868999999173,3.644489399999884,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
976336394.2859235,1077066917.033358,1139011378.9333582,35.44272299999989,9.405650899999955,7.032512099999849,0.9424512000000504,2.679765100000168,1.2633295999999063,1.5293512000000646,5.10515939999982,0.22507730000006632,0.03713500000003478,3.108154400000103,3.5010138999998617,0,0,0,0,0,0,32,18,16,0.0,0,0,0,0,0.0,15529.564247531589,3320.6302000324013,2771.660399683202
545893813.7296848,648395458.1295241,663616283.9295241,37.83575420000011,9.293988500000069,6.914946299999883,1.2288621000000148,3.1285334000001512,1.2087287999997898,1.669824700000163,5.646161200000051,0.22305059999985133,0.05524830000013026,3.580643599999803,4.263705400000163,0,0,0,0,0,0,28,12,16,0.0,0,0,0,0,0.0,9620.3359445366,2339.142461638,1679.2395325062007
839473087.0679584,903289501.3403339,964668054.6403339,38.486919099999795,9.492785500000082,7.288170900000068,1.136047299999973,3.5138382000000092,1.073987999999872,1.9854502000000593,5.716973199999984,0.24327240000002348,0.05198870000003808,3.3892278000000715,3.946782600000006,0,0,0,0,0,0,12,4,4,0.0,0,0,0,0,0.0,6009.8533697436005,1008.0,600.0
810753405.8256092,852219447.8711808,894940018.5711808,38.300691099999995,9.924422899999854,7.11921540000003,0.9985523000000285,3.4198714999999993,1.2204765000001316,1.6555140999998912,5.563668400000097,0.21777579999979935,0.05968890000008287,3.4151544999999714,3.993988100000024,0,0,0,0,0,0,4,8,4,0.0,0,0,0,0,0.0,383.87516935839994,767.8751693584,712.0
855030644.2323834,890907114.3111904,944084139.7111903,36.79187120000006,9.964114800000061,7.004054199999928,1.0028254999999717,3.115138399999978,1.0523560999999972,1.4748356000000058,5.286650800000189,0.2139386999999715,0.04175659999987147,3.135426900000084,3.84300230000008,0,0,0,0,0,0,4,4,4,0.0,0,0,0,0,0.0,167.07979954199982,337.47979916040003,544.0
866573851.2328911,893846449.3091868,949562232.7091868,36.344696200000044,10.030997500000012,6.729820000000018,0.9980163000000175,2.921268300000065,1.215878099999827,1.4392099000001508,5.204206499999827,0.18790239999998448,0.03565210000010666,3.057657199999994,3.915268499999911,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
626078211.5379965,674807807.2092388,703975323.8092388,37.79571749999991,10.304875000000038,7.638256799999908,0.9716496000000916,2.981925300000057,1.3017347999998492,1.5678744000001643,5.339088299999958,0.20250229999987823,0.03922920000013619,3.217622899999924,3.608234399999901,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1127448704.227287,1150808218.2455978,1216404852.8455977,35.84212810000008,9.453610800000206,6.310630599999968,1.1356914000000415,3.166981199999782,1.050867100000005,1.475367100000085,5.01609140000005,0.23002070000006825,0.049947199999905934,3.4778834999999617,3.8583189000000857,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1238089190.7736616,1259495463.828765,1334047799.7287648,36.3154942000001,9.401182099999914,6.840131299999939,0.9582541000002038,3.0487481999998636,1.0417230000000473,1.650677099999939,5.435756999999967,0.2085305000000517,0.039867299999968964,3.4016599000001406,3.6764388999999937,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1142438985.8647068,1164293842.7209263,1236019873.4209263,35.66714049999996,8.78633139999988,6.6110585000001265,1.0070859999998447,2.5083026000002064,1.2832356999999774,1.5791694999998072,5.852129100000184,0.21657779999986815,0.05208190000007562,3.46814889999996,3.6386408000000756,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
