energy_production,nbr_on,reserve_up,reserve down,Fonction_objectif
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
175.00000000000082,3.0,69.0,0.0,25320689.910000183
1440.9999999999998,20.0,460.0,470.9999999999998,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
2205.0,30.0,689.9999999999999,750.0,25320689.910000183
2205.0,30.0,689.9999999999999,750.0,25320689.910000183
2205.0,30.0,690.0,750.0,25320689.910000183
1743.9999999999998,24.0,552.0,579.9999999999999,25320689.910000183
1593.9999999999993,22.0,506.0,526.9999999999991,25320689.910000183
582.0,12.0,252.99999999999983,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
0.0,0.0,0.0,0.0,25320689.910000183
48.5,1.0,0.0,0.0,25320689.910000183
209.99999999999983,4.0,92.0,0.0,25320689.910000183
400.99999999999943,8.0,184.0,0.0,25320689.910000183
710.9999999999986,14.0,322.0,31.999999999998632,25320689.910000183
1326.0000000000005,27.0,621.0,0.0,25320689.910000183
1607.9999999999993,30.0,690.0,0.0,25320689.910000183
1722.9999999999989,30.0,690.0,267.99999999999886,25320689.910000183
2220.0,30.0,690.0,750.0,25320689.910000183
2203.9999999999995,30.0,690.0,0.0,25320689.910000183
1913.999999999999,30.0,690.0,0.0,25320689.910000183
1706.9999999999998,30.0,690.0,251.99999999999977,25320689.910000183
1231.0,25.0,575.0,0.0,25320689.910000183
970.0,20.0,460.0,0.0,25320689.910000183
745.9999999999992,15.0,345.0,0.0,25320689.910000183
759.9999999999997,15.0,345.0,0.0,25320689.910000183
496.99999999999955,10.0,230.0,0.0,25320689.910000183
