energy_production,nbr_on,reserve_up,reserve down,Fonction_objectif
455.0000000000003,8.0,184.0,67.00000000000028,25332553.10900031
302.00000000000045,6.0,138.0,0.0,25332553.10900031
74.0,1.0,23.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
175.00000000000082,3.0,69.0,0.0,25332553.10900031
1440.9999999999998,20.0,460.0,470.9999999999998,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
2205.0,30.0,689.9999999999999,750.0,25332553.10900031
2205.0,30.0,689.9999999999999,750.0,25332553.10900031
2205.0,30.0,690.0,750.0,25332553.10900031
1743.9999999999998,24.0,552.0,579.9999999999999,25332553.10900031
1593.9999999999993,22.0,506.0,526.9999999999991,25332553.10900031
581.9999999999992,11.0,253.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
0.0,0.0,0.0,0.0,25332553.10900031
48.5,1.0,0.0,0.0,25332553.10900031
209.99999999999983,4.0,92.0,0.0,25332553.10900031
