Optim_milp,Temps_total,temps_lecture_mps,temps_conversion_milp,temps_opti,heure_defaillance_prod,heure_defaillance_fcr_up,heure_defaillance_fcr_down,heure_defaillance_afrr_up,heure_defaillance_affr_down,heure_defaillance_mfrr_up,heure_defaillance_mfrr_down,heure_defaillance_rr_up,heure_defaillance_rr_down,quantite_defaillance_prod,quantite_defaillance_fcr_up,quantite_defaillance_fcr_down,quantite_defaillance_afrr_up,quantite_defaillance_affr_down,quantite_defaillance_mfrr_up,quantite_defaillance_mfrr_down,quantite_defaillance_rr_up,quantite_defaillance_rr_down
1168529987.5052476,74.9847798,8.7971788,6.058612700000001,56.4438964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
