energy_production,nbr_on,reserve_up,reserve down
3097.0,5.0,0.0,0.0
2616.0,5.0,0.0,0.0
2567.0,5.0,0.0,0.0
2758.0,5.0,0.0,0.0
3057.0,5.0,0.0,0.0
3482.0,5.0,0.0,0.0
4197.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4415.0,5.0,0.0,0.0
4217.0,5.0,0.0,0.0
4369.0,5.0,0.0,0.0
4318.0,5.0,0.0,0.0
4413.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4191.0,5.0,0.0,0.0
4251.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4490.0,5.0,0.0,0.0
4123.0,5.0,0.0,0.0
3645.0,5.0,0.0,0.0
3442.0,5.0,0.0,0.0
3357.0,5.0,0.0,0.0
3773.0,5.0,0.0,0.0
3851.0,5.0,0.0,0.0
3952.0,5.0,0.0,0.0
4271.0,5.0,0.0,0.0
4498.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
4500.0,5.0,0.0,0.0
