Optim_1,old_heuristique,new_heuristique,temps_total,temps_lecture_mps,temps_lecture_var,temps_load_bases,temps_opti1,temps_get_bases,temps_lecture_resultat,temps_creation_ensemble_semaine_fr,temps_heuristique_arrondi_etranger,temps_heuristique_dmin_etranger,temps_changement_borne_etranger,temps_heuristique_arrondi_fr_old,temps_heuristique_dmin_fr_old,temps_changement_borne_fr_old,temps_opti2_old,temps_heuristique_arrondi_fr,temps_heuristique_dmin_fr_new,temps_changement_borne_fr_new,temps_opti2_new,heure_defaillance_prod_old,heure_defaillance_fcr_up_old,heure_defaillance_fcr_down_old,heure_defaillance_afrr_up_old,heure_defaillance_affr_down_old,heure_defaillance_mfrr_up_old,heure_defaillance_mfrr_down_old,heure_defaillance_rr_up_old,heure_defaillance_rr_down_old,quantite_defaillance_prod_old,quantite_defaillance_fcr_up_old,quantite_defaillance_fcr_down_old,quantite_defaillance_afrr_up_old,quantite_defaillance_affr_down_old,quantite_defaillance_mfrr_up_old,quantite_defaillance_mfrr_down_old,quantite_defaillance_rr_up_old,quantite_defaillance_rr_down_old,heure_defaillance_prod,heure_defaillance_fcr_up,heure_defaillance_fcr_down,heure_defaillance_afrr_up,heure_defaillance_affr_down,heure_defaillance_mfrr_up,heure_defaillance_mfrr_down,heure_defaillance_rr_up,heure_defaillance_rr_down,quantite_defaillance_prod,quantite_defaillance_fcr_up,quantite_defaillance_fcr_down,quantite_defaillance_afrr_up,quantite_defaillance_affr_down,quantite_defaillance_mfrr_up,quantite_defaillance_mfrr_down,quantite_defaillance_rr_up,quantite_defaillance_rr_down
1167420029.5942185,1169285771.3258615,1169285771.3423216,84.53597359999999,9.6896575,5.218791300000001,2.9999999995311555e-07,18.420632400000002,1.5125129999999984,1.6397568999999947,0.5108284000000012,1.3760981,27.201882000000005,0.8461032999999958,0.0023185000000012224,1.3027560000000022,0.06074040000000025,4.395691999999997,1.022752099999991,1.354416900000004,0.054604600000004666,4.864463499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
