energy_production_base,nbr_on,reserve_primary_up_on_base,reserve_primary_down_base,reserve_tertiary1_up_on_base,reserve_tertiary1_up_off_base,reserve_tertiary1_down_base,Fonction_objectif
6228.999999999999,12.0,223.0,222.99999999999997,902.0,0.0,1113.9999999999998,499018614.763908
6086.0,12.0,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499018614.763908
5877.999999999999,12.0,362.0,361.99999999999994,1464.9999999999998,0.0,1809.9999999999998,499018614.763908
6108.0,12.0,468.0,467.99999999999994,1680.0000000000016,213.99999999999847,2339.9999999999995,499018614.763908
6374.0,12.0,512.0,511.99999999999994,1370.0000000000016,703.9999999999984,2561.9999999999995,499018614.763908
6509.000000000001,12.0,535.0,535.0,1212.0000000000016,951.9999999999984,2674.0,499018614.763908
6845.0,12.0,591.0,590.9999999999999,820.0000000000011,1500.0000000000002,2953.9999999999995,499018614.763908
6977.999999999999,12.0,613.0,613.0,665.0000000000026,1500.0000000000002,3064.9999999999995,499018614.763908
7230.351851851851,12.070370370370371,652.0,652.0,422.06296296296534,1464.814814814814,3259.0,499018614.763908
7648.727272727272,12.654545454545454,725.2232323232322,751.9999999999999,332.3767676767701,1172.7272727272727,3416.727272727272,499018614.763908
7598.727272727271,12.654545454545454,694.6676767676768,701.9999999999999,412.93232323232644,1172.7272727272727,3416.727272727272,499018614.763908
7224.0,12.654545454545454,624.0,623.9999999999999,858.3272727272742,1172.7272727272727,3119.9999999999995,499018614.763908
6756.0,12.654545454545454,546.0,545.9999999999999,1404.3272727272733,805.6727272727268,2730.0,499018614.763908
6453.999999999999,12.654545454545454,496.0,495.99999999999994,1756.3272727272747,249.67272727272527,2478.0,499018614.763908
6554.0,12.654545454545454,512.0,511.99999999999994,1640.3272727272742,433.67272727272575,2561.9999999999995,499018614.763908
5986.999999999999,12.654545454545454,418.0,417.99999999999994,1691.0,0.0,2088.9999999999995,499018614.763908
6123.0,12.654545454545454,401.0,400.99999999999994,1623.0,0.0,2004.9999999999995,499018614.763908
6359.999999999999,12.654545454545454,389.99999999999994,389.99999999999994,1579.0,0.0,1950.9999999999998,499018614.763908
6524.0,12.654545454545454,362.0,361.99999999999994,1464.9999999999998,0.0,1809.9999999999998,499018614.763908
7088.0,13.9578488372093,212.0,211.99999999999997,857.0,0.0,1058.9999999999998,499018614.763908
6934.0,13.9578488372093,201.0,200.99999999999997,812.0,0.0,1002.9999999999999,499018614.763908
6839.999999999999,13.9578488372093,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499018614.763908
6736.0,13.9578488372093,189.99999999999997,189.99999999999997,767.0,0.0,947.9999999999999,499018614.763908
6643.0,13.9578488372093,162.0,162.0,654.0,0.0,807.9999999999999,499018614.763908
6828.0,13.9578488372093,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499018614.763908
7379.0,13.9578488372093,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499018614.763908
7861.0,13.9578488372093,284.0,284.0,1150.0,0.0,1420.9999999999998,499018614.763908
8057.0,13.9578488372093,306.0,305.99999999999994,1240.0,0.0,1531.9999999999998,499018614.763908
8029.000000000002,13.999999999999998,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499018614.763908
7946.000000000001,13.999999999999998,351.82474226804123,361.99999999999994,1334.1752577319578,8.733705733553784e-13,1809.9999999999998,499018614.763908
7935.499999999999,14.000000000000004,366.49999999999983,383.99999999999994,1330.0000000000007,-1.455617622258964e-12,1920.9999999999998,499018614.763908
7927.0,13.999999999999998,381.88659793814435,407.0,1323.1134020618554,1.1644940978071712e-12,2033.9999999999998,499018614.763908
7851.5,13.999999999999998,0.0,451.0,1780.4999999999993,8.881784197001251e-13,2256.0,499018614.763908
7831.5,13.999999999999998,0.0,456.99999999999994,1800.5000000000002,8.881784197001251e-13,2283.9999999999995,499018614.763908
7916.500000000001,13.999999999999998,429.0,428.99999999999994,1286.4999999999989,8.881784197001251e-13,2145.0,499018614.763908
7984.500000000002,13.999999999999996,391.6546391752577,428.99999999999994,1255.8453608247403,1.7763568394002503e-12,2145.0,499018614.763908
8131.000000000001,13.999999999999998,37.69072164948449,368.0,1463.309278350515,5.822470489035856e-13,1839.9999999999998,499018614.763908
8009.500000000001,13.999999999999996,358.1082474226804,378.99999999999994,1264.3917525773181,2.03786467116255e-12,1893.9999999999998,499018614.763908
7956.0,14.000000000000002,348.0515463917524,356.99999999999994,1327.948453608247,-2.911235244517928e-13,1782.9999999999998,499018614.763908
8057.0,14.000000000000002,312.0,311.99999999999994,1263.0,0.0,1559.9999999999998,499018614.763908
7910.0,14.000000000000002,284.0,284.0,1150.0,0.0,1420.9999999999998,499018614.763908
7770.0,14.000000000000002,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499018614.763908
7568.0,13.999999999999996,251.0,250.99999999999997,1014.0,0.0,1252.9999999999998,499018614.763908
7186.0,13.999999999999996,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499018614.763908
6999.0,13.999999999999996,162.0,162.0,654.0,0.0,807.9999999999999,499018614.763908
6881.0,13.999999999999996,162.0,162.0,654.0,0.0,807.9999999999999,499018614.763908
6801.0,13.999999999999996,145.0,145.0,587.0,0.0,724.9999999999999,499018614.763908
6720.000000000001,13.999999999999996,156.0,155.99999999999997,631.0,0.0,779.9999999999999,499018614.763908
6912.0,13.999999999999996,167.0,167.0,677.0000000000001,0.0,835.9999999999999,499018614.763908
7487.0,13.999999999999996,178.0,177.99999999999997,721.0,0.0,890.9999999999999,499018614.763908
7999.999999999999,13.999999999999996,206.0,206.0,834.0,0.0,1029.9999999999998,499018614.763908
8203.0,13.999999999999996,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499018614.763908
8280.0,13.999999999999996,240.00000000000003,239.99999999999997,970.0000000000001,0.0,1198.0,499018614.763908
8392.0,13.999999999999996,234.0,233.99999999999997,948.0,0.0,1170.9999999999998,499018614.763908
8338.0,13.999999999999996,256.0,255.99999999999997,1038.0,0.0,1281.9999999999998,499018614.763908
8300.0,13.999999999999996,269.75257731958766,272.99999999999994,1062.2474226804113,1.7467411467107568e-12,1363.9999999999998,499018614.763908
8281.0,13.999999999999996,284.96907216494844,295.0,1066.0309278350494,1.7763568394002503e-12,1476.0,499018614.763908
8264.500000000002,13.999999999999996,160.43298969072293,300.99999999999994,1207.0670103092752,1.7763568394002503e-12,1505.0,499018614.763908
8334.5,13.999999999999996,281.1082474226804,295.0,1016.3917525773177,1.7763568394002503e-12,1476.0,499018614.763908
8421.5,13.999999999999996,76.62886597938098,284.0,1133.8711340206169,1.7763568394002503e-12,1420.9999999999998,499018614.763908
8499.000000000002,13.999999999999998,241.47422680412376,250.99999999999997,891.5257731958753,8.881784197001251e-13,1252.9999999999998,499018614.763908
8373.0,14.000000000000002,223.52577319587613,255.99999999999997,1035.4742268041243,-5.822470489035856e-13,1281.9999999999998,499018614.763908
8355.0,13.941860465116276,245.00000000000003,244.99999999999997,992.0,0.0,1226.0,499018614.763908
8094.0,13.941860465116276,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499018614.763908
7934.0,13.941860465116276,206.0,206.0,834.0,0.0,1029.9999999999998,499018614.763908
7783.0,13.941860465116276,212.0,211.99999999999997,857.0,0.0,1058.9999999999998,499018614.763908
7570.999999999999,13.941860465116276,206.0,206.0,834.0,0.0,1029.9999999999998,499018614.763908
6810.999999999999,13.0,440.6082474226804,451.0,1692.3917525773197,0.0,2256.0,499018614.763908
6618.000000000001,12.999999999999998,479.319587628866,489.99999999999994,1846.6804123711327,8.881784197001251e-13,2450.9999999999995,499018614.763908
6887.0,12.999999999999998,373.0,373.0,1511.0,0.0,1866.9999999999998,499018614.763908
6803.0,12.999999999999998,412.0,412.0,1669.0,0.0,2062.0,499018614.763908
6716.0,12.999999999999998,357.0,356.99999999999994,1443.0,0.0,1782.9999999999998,499018614.763908
6835.0,12.999999999999998,418.0,417.99999999999994,1691.0,0.0,2088.9999999999995,499018614.763908
6791.5,12.999999999999998,477.6649484536082,506.99999999999994,1674.8350515463908,8.881784197001251e-13,2534.9999999999995,499018614.763908
7752.999999999997,12.999999999999998,696.0,695.9999999999999,495.00000000000244,8.881784197001251e-13,3481.9999999999995,499018614.763908
7847.999999999998,12.999999999999998,763.0,762.9999999999999,333.0000000000013,8.881784197001251e-13,3509.999999999999,499018614.763908
7992.999999999998,12.999999999999998,908.0,907.9999999999999,43.00000000000147,8.881784197001251e-13,3509.999999999999,499018614.763908
8003.999999999998,12.999999999999995,916.1176470588234,918.9999999999999,23.882352941177636,2.664535259100376e-12,3510.0,499018614.763908
8030.206185567013,12.999999999999998,913.7938144329866,1058.9999999999998,0.0,8.881784197001251e-13,3396.2061855670127,499018614.763908
8026.40206185567,12.999999999999995,917.5979381443301,1176.0,0.0,2.664535259100376e-12,3275.402061855671,499018614.763908
8042.711340206186,12.999999999999995,901.288659793814,1219.9999999999998,0.0,2.664535259100376e-12,3247.7113402061877,499018614.763908
8010.938144329899,12.999999999999998,933.0618556701006,1280.9999999999998,0.0,8.881784197001251e-13,3154.938144329899,499018614.763908
8070.3195876288655,12.999999999999998,873.6804123711337,1280.9999999999998,0.0,8.881784197001251e-13,3214.319587628866,499018614.763908
8204.999999999998,13.0,739.0000000000028,1120.0,0.0,0.0,3510.0,499018614.763908
8109.999999999999,13.0,834.0000000000011,1025.0,0.0,0.0,3510.0,499018614.763908
8077.0,13.0,867.0000000000025,991.9999999999999,0.0,0.0,3510.0,499018614.763908
8009.999999999999,12.999999999999998,918.5240641711229,924.9999999999999,15.47593582887821,8.881784197001251e-13,3510.0,499018614.763908
7897.999999999999,12.999999999999995,813.0,812.9999999999999,233.00000000000014,2.664535259100376e-12,3510.0,499018614.763908
7804.000000000001,13.0,719.0,718.9999999999999,421.00000000000114,0.0,3510.0,499018614.763908
7793.000000000001,13.0,708.0,707.9999999999999,443.00000000000176,0.0,3510.0,499018614.763908
7119.999999999999,13.0,567.1855670103091,590.9999999999999,1256.8144329896909,0.0,2953.9999999999995,499018614.763908
7247.0,13.0,306.0,305.99999999999994,1240.0,0.0,1531.9999999999998,499018614.763908
7043.0,13.0,290.0,290.0,1172.0,0.0,1447.9999999999998,499018614.763908
6930.0,13.0,251.0,250.99999999999997,1014.0,0.0,1252.9999999999998,499018614.763908
6832.0,13.0,240.00000000000003,239.99999999999997,970.0000000000001,0.0,1198.0,499018614.763908
6759.999999999999,13.0,256.0,255.99999999999997,1038.0,0.0,1281.9999999999998,499018614.763908
6946.0,13.31395348837209,267.0,266.99999999999994,1082.0,0.0,1337.0,499018614.763908
7499.999999999999,13.31395348837209,329.0,329.0,1331.0,0.0,1644.0,499018614.763908
7714.500000000001,13.999999999999998,342.2164948453619,389.99999999999994,1575.2835051546385,8.881784197001251e-13,1950.9999999999998,499018614.763908
7719.000000000001,13.999999999999998,195.18556701030974,428.99999999999994,1717.814432989689,8.881784197001251e-13,2145.0,499018614.763908
7661.500000000001,13.999999999999998,442.79896907216494,472.99999999999994,1527.7010309278348,8.881784197001251e-13,2367.0,499018614.763908
7650.000000000001,13.999999999999998,465.3608247422681,506.99999999999994,1516.6391752577313,8.881784197001251e-13,2534.9999999999995,499018614.763908
7520.000000000001,13.999999999999998,0.0,584.9999999999999,2111.9999999999995,8.881784197001251e-13,2923.9999999999995,499018614.763908
7581.500000000002,13.999999999999998,0.0,595.9999999999999,2050.499999999999,8.881784197001251e-13,2981.0,499018614.763908
7795.999999999999,13.999999999999998,0.0,658.0,1836.000000000002,8.881784197001251e-13,3288.0,499018614.763908
7994.999999999998,13.999999999999998,108.31958762886495,691.0,1528.6804123711363,8.881784197001251e-13,3453.9999999999995,499018614.763908
7760.999999999999,13.999999999999996,0.0,652.0,1871.0000000000016,1.7763568394002503e-12,3259.0,499018614.763908
7686.0,14.000000000000002,0.0,601.9999999999999,1946.0000000000002,-2.911235244517928e-13,3007.9999999999995,499018614.763908
7845.5,14.000000000000002,0.0,535.0,1786.5,-2.911235244517928e-13,2674.0,499018614.763908
7742.000000000001,13.999999999999998,0.0,535.0,1889.9999999999993,5.822470489035856e-13,2674.0,499018614.763908
7774.5,14.000000000000002,19.958762886597885,462.99999999999994,1837.541237113402,-2.911235244517928e-13,2312.9999999999995,499018614.763908
7675.000000000001,13.999999999999996,194.12371134020637,439.99999999999994,1762.8762886597926,1.7763568394002503e-12,2201.9999999999995,499018614.763908
7706.500000000001,13.999999999999998,396.0,395.99999999999994,1529.4999999999993,8.881784197001251e-13,1977.9999999999998,499018614.763908
7652.500000000001,13.999999999999996,404.6752577319588,412.0,1574.8247422680397,1.7763568394002503e-12,2062.0,499018614.763908
7832.0,13.999999999999998,357.0,356.99999999999994,1443.0,0.0,1782.9999999999998,499018614.763908
