energy_production,nbr_on,reserve_up,reserve down
6236.777239709442,13.6682808716707,2006.0000000000002,2478.0
6320.777239709442,13.6682808716707,2074.0,2562.0000000000005
5847.777239709442,13.6682808716707,1691.0,2089.0
5825.000000000001,13.6682808716707,1623.0000000000002,2005.0000000000002
6062.0,13.6682808716707,1579.0000000000002,1951.0000000000002
6226.0,13.6682808716707,1465.0,1810.0000000000002
6790.000000000001,13.6682808716707,857.0000000000001,1059.0000000000002
6636.000000000001,13.6682808716707,812.0000000000001,1003.0
6542.0,13.6682808716707,699.0000000000001,864.0
6438.000000000001,13.6682808716707,767.0000000000001,948.0000000000001
6345.000000000001,13.6682808716707,654.0000000000001,808.0000000000001
6530.0,13.6682808716707,699.0000000000001,864.0
7081.000000000001,13.6682808716707,880.0000000000001,1087.0
7563.000000000001,13.6682808716707,1150.0000000000002,1421.0000000000002
7759.0,13.793604651162788,1240.0000000000002,1532.0000000000002
7876.000000000001,13.793604651162788,1285.0000000000002,1588.0000000000002
8025.000000000001,13.79360465116279,1465.0,1810.0000000000002
8089.545454545455,14.0,1542.4545454545455,1921.0000000000005
8059.02097902098,14.0,1572.9790209790215,2034.0
7960.405594405596,14.0,1671.5944055944062,2256.0
7941.265734265734,14.0,1690.7342657342663,2284.0000000000005
8045.258741258743,14.0,1586.741258741259,2145.0
8070.99300699301,14.0,1561.0069930069935,2145.0
8233.71328671329,14.0,1398.2867132867134,1840.0000000000002
8143.391608391609,14.0,1488.608391608392,1894.0000000000002
8018.0,14.0,1443.0000000000002,1783.0000000000002
7771.000000000001,14.0,1263.0000000000002,1560.0000000000002
7612.0,14.0,1150.0000000000002,1421.0000000000002
7472.000000000001,14.0,1285.0000000000002,1588.0000000000002
7270.000000000001,14.0,1014.0000000000001,1253.0000000000002
6888.0,14.0,699.0000000000001,864.0
6701.000000000001,14.0,654.0000000000001,808.0000000000001
6583.000000000001,13.404069767441856,654.0000000000001,808.0000000000001
6486.0,13.404069767441856,587.0,725.0000000000001
6416.000000000001,13.404069767441856,631.0,780.0000000000001
6614.000000000001,13.404069767441856,677.0000000000001,836.0000000000001
7189.000000000001,13.404069767441856,721.0,891.0000000000002
7702.0,13.404069767441856,834.0000000000001,1030.0000000000002
7905.000000000001,13.404069767441856,880.0000000000001,1087.0
7982.0,13.404069767441856,970.0000000000001,1198.0
8094.000000000001,13.404069767441856,948.0,1171.0000000000002
8183.999999999999,13.404069767441856,1038.0,1282.0000000000002
7982.503496503498,13.0,961.4965034965039,1364.0000000000002
7944.902097902099,13.0,999.0979020979021,1476.0
7928.013986013987,13.0,1015.9860139860141,1505.0
7979.321678321679,13.0,964.6783216783222,1476.0
8047.804195804197,13.0,896.1958041958048,1421.0000000000002
8135.552447552449,13.0,808.4475524475525,1253.0000000000002
8047.538461538464,13.0,896.461538461539,1282.0000000000002
7985.776223776225,13.0,958.2237762237767,1226.0
7796.000000000001,13.0,880.0000000000001,1087.0
7636.000000000001,13.0,834.0000000000001,1030.0000000000002
7485.000000000001,13.0,857.0000000000001,1059.0000000000002
7273.0,13.000000000000002,834.0000000000001,1030.0000000000002
6893.0,13.000000000000002,1826.0,2256.0
6704.0,13.000000000000002,1984.0000000000002,2451.0000000000005
6589.000000000001,13.000000000000002,1511.0,1867.0
6505.000000000001,13.000000000000002,1669.0000000000002,2062.0000000000005
6418.000000000001,13.000000000000002,1443.0000000000002,1783.0000000000002
6591.0,13.000000000000002,1691.0,2089.0
6970.489510489513,13.000000000000002,1973.5104895104905,2535.0000000000005
6572.104166666668,13.000000000000002,2371.8958333333344,2997.1041666666674
6545.000000000002,13.000000000000002,2399.0000000000005,2970.000000000002
5959.000000000003,13.000000000000002,2985.0000000000005,2384.0000000000014
5914.000000000003,13.000000000000002,3030.0000000000005,2339.000000000002
5931.000000000001,13.000000000000002,3013.000000000002,2356.0000000000005
6058.000000000002,13.000000000000002,2886.000000000002,2483.0000000000005
6144.000000000001,13.000000000000002,2800.000000000002,2569.000000000001
6146.000000000002,13.000000000000002,2798.000000000002,2571.0000000000005
6274.000000000002,13.000000000000002,2670.0000000000014,2699.000000000001
6384.000000000001,13.000000000000002,2560.000000000002,2809.0
6356.000000000002,13.000000000000002,2588.000000000002,2781.0
6148.000000000002,13.000000000000002,2796.000000000002,2573.0000000000005
5916.000000000002,13.000000000000002,3028.000000000001,2341.000000000002
6342.000000000004,13.000000000000002,2602.0,2767.000000000003
6578.416666666669,13.000000000000002,2365.5833333333344,3003.4166666666674
6574.979166666668,13.000000000000002,2369.020833333335,2999.9791666666674
6821.601398601401,13.000000000000002,2122.3986013986028,2954.0
6949.000000000001,13.000000000000002,1240.0000000000002,1532.0000000000002
6745.000000000001,13.000000000000002,1172.0,1448.0000000000002
6632.000000000001,13.000000000000002,1014.0000000000001,1253.0000000000002
6534.0,13.000000000000002,970.0000000000001,1198.0
6462.0,14.0,1038.0,1282.0000000000002
6648.0,14.0,1082.0,1337.0
7202.0,14.0,1331.0,1644.0000000000002
7704.0,14.0,1579.0000000000002,1951.0000000000002
7900.181818181821,14.0,1731.818181818182,2145.0
7813.1468531468545,14.0,1818.853146853147,2367.0
7768.181818181818,14.0,1863.8181818181822,2535.0000000000005
7597.293706293708,14.0,2034.7062937062935,2924.0000000000005
7157.307692307693,13.0,1786.6923076923083,2981.0000000000005
6973.000000000003,13.0,1970.9999999999998,3288.0000000000005
6838.000000000002,13.0,2106.0000000000005,3186.000000000001
6390.0,12.0,1866.0000000000023,3090.0
6511.000000000002,12.0,1745.0000000000002,3008.0000000000005
6782.000000000002,12.0,1474.0000000000002,2674.0
6782.000000000002,12.0,1474.0000000000002,2674.0
6964.95104895105,12.0,1291.0489510489517,2313.0000000000005
6925.636363636367,12.0,1330.3636363636363,2202.0000000000005
7005.95104895105,12.0,1250.0489510489515,1978.0
6942.454545454547,12.0,1313.5454545454554,2062.0000000000005
7046.860139860141,12.0,1209.1398601398607,1783.0000000000002
