energy_production,nbr_on,reserve_up,reserve down,Fonction_objectif
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
172.99999999999937,1.922222222222215,0.0,0.0,15233521.448777765
478.9999999999999,1.922222222222215,0.0,0.0,15233521.448777765
1014.9999999999997,3.383333333333333,0.0,0.0,15233521.448777765
1098.9999999999993,3.6633333333333318,0.0,0.0,15233521.448777765
1256.999999999999,4.189999999999998,0.0,0.0,15233521.448777765
1447.9999999999993,4.826666666666664,0.0,0.0,15233521.448777765
1341.9999999999986,4.826666666666664,0.0,0.0,15233521.448777765
1308.999999999999,4.826666666666664,0.0,0.0,15233521.448777765
826.9999999999999,4.826666666666664,0.0,0.0,15233521.448777765
656.9999999999991,4.826666666666664,0.0,0.0,15233521.448777765
713.9999999999991,4.826666666666664,0.0,0.0,15233521.448777765
556.9999999999999,4.826666666666664,0.0,0.0,15233521.448777765
1138.9999999999993,4.826666666666664,0.0,0.0,15233521.448777765
1914.9999999999998,6.383333333333334,0.0,0.0,15233521.448777765
1912.9999999999984,6.383333333333334,0.0,0.0,15233521.448777765
1606.9999999999995,6.383333333333334,0.0,0.0,15233521.448777765
1141.9999999999995,6.383333333333334,0.0,0.0,15233521.448777765
1113.999999999999,6.383333333333334,0.0,0.0,15233521.448777765
820.9999999999993,6.383333333333334,0.0,0.0,15233521.448777765
574.5000000000001,6.383333333333334,0.0,0.0,15233521.448777765
574.5000000000001,6.383333333333334,0.0,0.0,15233521.448777765
574.5000000000001,6.383333333333334,0.0,0.0,15233521.448777765
574.5000000000001,6.383333333333334,0.0,0.0,15233521.448777765
574.5000000000001,6.383333333333334,0.0,0.0,15233521.448777765
741.9999999999995,6.383333333333334,0.0,0.0,15233521.448777765
1373.9999999999993,6.383333333333334,0.0,0.0,15233521.448777765
2090.999999999999,6.969999999999998,0.0,0.0,15233521.448777765
2223.9999999999995,7.413333333333333,0.0,0.0,15233521.448777765
2400.0,8.0,0.0,0.0,15233521.448777765
2400.0,8.0,0.0,0.0,15233521.448777765
2400.0,8.0,0.0,0.0,15233521.448777765
2400.0,8.0,0.0,0.0,15233521.448777765
2135.0,8.0,0.0,0.0,15233521.448777765
1900.999999999999,8.0,0.0,0.0,15233521.448777765
1752.9999999999998,8.0,0.0,0.0,15233521.448777765
1664.9999999999993,8.0,0.0,0.0,15233521.448777765
2131.0,8.0,0.0,0.0,15233521.448777765
2400.0,8.0,0.0,0.0,15233521.448777765
2363.9999999999986,7.879999999999996,0.0,0.0,15233521.448777765
1794.9999999999986,7.746666666666666,0.0,0.0,15233521.448777765
1607.9999999999986,7.746666666666666,0.0,0.0,15233521.448777765
1857.999999999999,7.746666666666666,0.0,0.0,15233521.448777765
1838.9999999999993,7.746666666666666,0.0,0.0,15233521.448777765
1397.9999999999989,7.746666666666666,0.0,0.0,15233521.448777765
787.9999999999991,7.746666666666666,0.0,0.0,15233521.448777765
697.2000000000002,7.746666666666666,0.0,0.0,15233521.448777765
697.2000000000002,7.746666666666666,0.0,0.0,15233521.448777765
697.2000000000002,7.746666666666666,0.0,0.0,15233521.448777765
697.2000000000002,7.746666666666666,0.0,0.0,15233521.448777765
1265.999999999999,7.746666666666666,0.0,0.0,15233521.448777765
1975.9999999999989,7.746666666666666,0.0,0.0,15233521.448777765
2272.9999999999986,7.746666666666666,0.0,0.0,15233521.448777765
2323.9999999999995,7.746666666666666,0.0,0.0,15233521.448777765
2183.999999999999,7.413333333333333,0.0,0.0,15233521.448777765
2223.9999999999995,7.413333333333333,0.0,0.0,15233521.448777765
2108.999999999999,7.199999999999999,0.0,0.0,15233521.448777765
1605.9999999999989,7.199999999999999,0.0,0.0,15233521.448777765
1472.9999999999986,7.199999999999999,0.0,0.0,15233521.448777765
1249.9999999999995,7.199999999999999,0.0,0.0,15233521.448777765
1448.9999999999998,7.199999999999999,0.0,0.0,15233521.448777765
1757.0,7.199999999999999,0.0,0.0,15233521.448777765
2159.9999999999995,7.199999999999999,0.0,0.0,15233521.448777765
1917.999999999999,6.393333333333331,0.0,0.0,15233521.448777765
1046.9999999999993,3.4899999999999984,0.0,0.0,15233521.448777765
739.9999999999991,3.0599999999999974,0.0,0.0,15233521.448777765
917.9999999999991,3.0599999999999974,0.0,0.0,15233521.448777765
748.9999999999998,2.496666666666666,0.0,0.0,15233521.448777765
419.99999999999955,1.3999999999999986,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
241.9999999999995,0.8066666666666651,0.0,0.0,15233521.448777765
600.9999999999991,2.0033333333333303,0.0,0.0,15233521.448777765
1155.9999999999993,3.8533333333333313,0.0,0.0,15233521.448777765
972.9999999999994,3.8533333333333313,0.0,0.0,15233521.448777765
1165.0,3.883333333333334,0.0,0.0,15233521.448777765
895.9999999999992,3.523333333333331,0.0,0.0,15233521.448777765
521.9999999999992,3.523333333333331,0.0,0.0,15233521.448777765
317.09999999999985,3.523333333333331,0.0,0.0,15233521.448777765
317.09999999999985,3.523333333333331,0.0,0.0,15233521.448777765
317.09999999999985,3.523333333333331,0.0,0.0,15233521.448777765
670.9999999999998,3.523333333333331,0.0,0.0,15233521.448777765
1056.999999999999,3.523333333333331,0.0,0.0,15233521.448777765
890.9999999999993,3.3999999999999964,0.0,0.0,15233521.448777765
645.9999999999995,3.3999999999999964,0.0,0.0,15233521.448777765
355.9999999999993,3.3999999999999964,0.0,0.0,15233521.448777765
711.9999999999994,3.3999999999999964,0.0,0.0,15233521.448777765
630.9999999999991,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
305.9999999999997,3.3999999999999964,0.0,0.0,15233521.448777765
717.0000000000001,3.3999999999999964,0.0,0.0,15233521.448777765
1581.9999999999993,5.2733333333333325,0.0,0.0,15233521.448777765
1908.9999999999984,6.363333333333329,0.0,0.0,15233521.448777765
1848.999999999999,6.279999999999998,0.0,0.0,15233521.448777765
1883.999999999999,6.279999999999998,0.0,0.0,15233521.448777765
1690.9999999999986,5.636666666666662,0.0,0.0,15233521.448777765
1574.0,5.246666666666667,0.0,0.0,15233521.448777765
1190.9999999999993,5.049999999999997,0.0,0.0,15233521.448777765
879.9999999999997,5.049999999999997,0.0,0.0,15233521.448777765
466.9999999999997,5.049999999999997,0.0,0.0,15233521.448777765
654.9999999999995,5.049999999999997,0.0,0.0,15233521.448777765
1187.9999999999998,5.049999999999997,0.0,0.0,15233521.448777765
1514.9999999999989,5.049999999999997,0.0,0.0,15233521.448777765
1460.9999999999993,4.869999999999998,0.0,0.0,15233521.448777765
674.9999999999998,2.2499999999999996,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
299.9999999999992,0.9999999999999976,0.0,0.0,15233521.448777765
321.99999999999994,1.0733333333333335,0.0,0.0,15233521.448777765
470.999999999999,1.5699999999999967,0.0,0.0,15233521.448777765
374.99999999999983,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
198.9999999999994,1.469999999999999,0.0,0.0,15233521.448777765
440.99999999999966,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
132.29999999999993,1.469999999999999,0.0,0.0,15233521.448777765
500.0,1.6666666666666667,0.0,0.0,15233521.448777765
965.9999999999999,3.2199999999999998,0.0,0.0,15233521.448777765
455.9999999999993,1.553333333333333,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
0.0,0.0,0.0,0.0,15233521.448777765
87.99999999999982,0.2933333333333327,0.0,0.0,15233521.448777765
328.9999999999995,1.0966666666666651,0.0,0.0,15233521.448777765
805.9999999999998,2.6866666666666656,0.0,0.0,15233521.448777765
661.0,2.6866666666666656,0.0,0.0,15233521.448777765
645.9999999999995,2.6866666666666656,0.0,0.0,15233521.448777765
675.9999999999997,2.6866666666666656,0.0,0.0,15233521.448777765
531.9999999999998,2.6866666666666656,0.0,0.0,15233521.448777765
1025.9999999999993,3.4199999999999977,0.0,0.0,15233521.448777765
1495.999999999999,4.986666666666665,0.0,0.0,15233521.448777765
1492.9999999999998,4.976666666666667,0.0,0.0,15233521.448777765
1288.9999999999995,4.296666666666666,0.0,0.0,15233521.448777765
1023.9999999999997,3.4699999999999998,0.0,0.0,15233521.448777765
1040.9999999999998,3.4699999999999998,0.0,0.0,15233521.448777765
779.9999999999997,2.5999999999999996,0.0,0.0,15233521.448777765
